station,valid,tmpf
AUO,2006-01-02 08:15,62.60
DHN,2006-01-02 08:16,64.40
OZR,2006-01-02 08:18,66.20
3A1,2006-01-02 08:20,68.00
ALX,2006-01-02 08:20,68.00
DHN,2006-01-02 08:20,64.40
OZR,2006-01-02 08:28,68.00
DHN,2006-01-02 08:29,64.40
AUO,2006-01-02 08:35,64.40
3A1,2006-01-02 08:40,68.00
MDQ,2006-01-02 08:40,68.00
ALX,2006-01-02 08:40,68.00
DHN,2006-01-02 08:43,64.40
ANB,2006-01-02 08:53,71.96
HSV,2006-01-02 08:53,69.08
TCL,2006-01-02 08:53,73.04
DHN,2006-01-02 08:53,64.94
BHM,2006-01-02 08:53,71.96
MSL,2006-01-02 08:53,69.98
MGM,2006-01-02 08:53,73.04
OZR,2006-01-02 08:55,66.20
AUO,2006-01-02 08:55,64.40
MOB,2006-01-02 08:56,71.06
ALX,2006-01-02 09:00,68.00
3A1,2006-01-02 09:00,68.00
MDQ,2006-01-02 09:00,68.00
DHN,2006-01-02 09:01,66.20
ANB,2006-01-02 09:04,71.60
DHN,2006-01-02 09:11,66.20
OZR,2006-01-02 09:13,66.20
AUO,2006-01-02 09:15,64.40
ALX,2006-01-02 09:20,69.80
3A1,2006-01-02 09:20,71.60
MDQ,2006-01-02 09:20,69.80
DHN,2006-01-02 09:21,66.20
ANB,2006-01-02 09:24,73.40
DHN,2006-01-02 09:32,66.20
AUO,2006-01-02 09:35,66.20
MDQ,2006-01-02 09:40,69.80
OZR,2006-01-02 09:46,68.00
ANB,2006-01-02 09:53,73.04
DHN,2006-01-02 09:53,66.92
HSV,2006-01-02 09:53,69.98
BHM,2006-01-02 09:53,71.06
TCL,2006-01-02 09:53,73.94
MSL,2006-01-02 09:53,71.06
MGM,2006-01-02 09:53,73.94
OZR,2006-01-02 09:55,68.00
AUO,2006-01-02 09:55,66.20
MOB,2006-01-02 09:56,73.04
ALX,2006-01-02 10:00,71.60
3A1,2006-01-02 10:00,69.80
MDQ,2006-01-02 10:00,69.80
ANB,2006-01-02 10:15,73.40
AUO,2006-01-02 10:15,66.20
MDQ,2006-01-02 10:20,71.60
AUO,2006-01-02 10:35,66.20
3A1,2006-01-02 10:40,71.60
MDQ,2006-01-02 10:40,71.60
ALX,2006-01-02 10:40,71.60
DHN,2006-01-02 10:53,69.08
MGM,2006-01-02 10:53,75.02
MSL,2006-01-02 10:53,73.04
HSV,2006-01-02 10:53,71.06
BHM,2006-01-02 10:53,73.94
TCL,2006-01-02 10:53,75.92
ANB,2006-01-02 10:53,75.02
AUO,2006-01-02 10:55,68.00
OZR,2006-01-02 10:55,69.80
MOB,2006-01-02 10:56,75.02
MDQ,2006-01-02 11:00,71.60
3A1,2006-01-02 11:00,71.60
ALX,2006-01-02 11:00,71.60
AUO,2006-01-02 11:15,69.80
ALX,2006-01-02 11:20,71.60
3A1,2006-01-02 11:20,71.60
AUO,2006-01-02 11:35,71.60
ALX,2006-01-02 11:40,71.60
3A1,2006-01-02 11:40,71.60
MDQ,2006-01-02 11:40,71.60
HSV,2006-01-02 11:53,71.96
DHN,2006-01-02 11:53,71.06
ANB,2006-01-02 11:53,75.92
MGM,2006-01-02 11:53,78.08
BHM,2006-01-02 11:53,73.94
TCL,2006-01-02 11:53,77.00
MSL,2006-01-02 11:53,75.02
OZR,2006-01-02 11:55,71.60
AUO,2006-01-02 11:55,73.40
MOB,2006-01-02 11:56,75.92
MDQ,2006-01-02 12:00,73.40
ALX,2006-01-02 12:00,75.20
3A1,2006-01-02 12:00,71.60
OZR,2006-01-02 12:08,71.60
AUO,2006-01-02 12:15,75.20
ALX,2006-01-02 12:20,75.20
MDQ,2006-01-02 12:20,73.40
3A1,2006-01-02 12:20,75.20
AUO,2006-01-02 12:35,75.20
MDQ,2006-01-02 12:40,73.40
ALX,2006-01-02 12:40,75.20
3A1,2006-01-02 12:40,75.20
BHM,2006-01-02 12:53,75.92
TCL,2006-01-02 12:53,80.06
MSL,2006-01-02 12:53,75.02
MGM,2006-01-02 12:53,80.96
ANB,2006-01-02 12:53,75.02
DHN,2006-01-02 12:53,71.06
HSV,2006-01-02 12:53,73.94
OZR,2006-01-02 12:55,73.40
AUO,2006-01-02 12:55,75.20
MOB,2006-01-02 12:56,78.98
MDQ,2006-01-02 13:00,73.40
ALX,2006-01-02 13:00,77.00
3A1,2006-01-02 13:00,75.20
DHN,2006-01-02 13:12,71.60
AUO,2006-01-02 13:15,75.20
3A1,2006-01-02 13:20,75.20
ALX,2006-01-02 13:20,77.00
MDQ,2006-01-02 13:20,73.40
OZR,2006-01-02 13:33,75.20
AUO,2006-01-02 13:35,75.20
ALX,2006-01-02 13:40,77.00
DHN,2006-01-02 13:40,71.60
MDQ,2006-01-02 13:40,73.40
3A1,2006-01-02 13:40,75.20
HSV,2006-01-02 13:53,73.94
ANB,2006-01-02 13:53,77.00
MSL,2006-01-02 13:53,75.02
DHN,2006-01-02 13:53,73.04
MGM,2006-01-02 13:53,80.96
BHM,2006-01-02 13:53,77.00
TCL,2006-01-02 13:53,80.06
AUO,2006-01-02 13:55,77.00
OZR,2006-01-02 13:55,77.00
MOB,2006-01-02 13:56,80.06
MDQ,2006-01-02 14:00,75.20
3A1,2006-01-02 14:00,75.20
ALX,2006-01-02 14:00,77.00
AUO,2006-01-02 14:15,77.00
ALX,2006-01-02 14:20,77.00
MDQ,2006-01-02 14:20,75.20
3A1,2006-01-02 14:20,75.20
DHN,2006-01-02 14:21,73.40
AUO,2006-01-02 14:35,75.20
MGM,2006-01-02 14:53,80.96
TCL,2006-01-02 14:53,78.98
BHM,2006-01-02 14:53,75.92
MSL,2006-01-02 14:53,71.96
DHN,2006-01-02 14:53,73.04
HSV,2006-01-02 14:53,73.04
ANB,2006-01-02 14:53,75.02
AUO,2006-01-02 14:55,77.00
OZR,2006-01-02 14:55,78.80
MOB,2006-01-02 14:56,78.98
ALX,2006-01-02 15:00,75.20
3A1,2006-01-02 15:00,75.20
MDQ,2006-01-02 15:00,73.40
AUO,2006-01-02 15:15,75.20
3A1,2006-01-02 15:20,73.40
MDQ,2006-01-02 15:20,73.40
ALX,2006-01-02 15:20,75.20
AUO,2006-01-02 15:35,75.20
MDQ,2006-01-02 15:40,71.60
MGM,2006-01-02 15:53,78.98
DHN,2006-01-02 15:53,75.02
TCL,2006-01-02 15:53,77.00
BHM,2006-01-02 15:53,75.02
HSV,2006-01-02 15:53,71.06
ANB,2006-01-02 15:53,73.94
MSL,2006-01-02 15:53,69.98
OZR,2006-01-02 15:55,77.00
AUO,2006-01-02 15:55,75.20
MOB,2006-01-02 15:56,75.92
MDQ,2006-01-02 16:00,71.60
ALX,2006-01-02 16:00,75.20
3A1,2006-01-02 16:00,71.60
AUO,2006-01-02 16:15,75.20
MDQ,2006-01-02 16:20,69.80
ALX,2006-01-02 16:20,75.20
3A1,2006-01-02 16:20,71.60
AUO,2006-01-02 16:35,73.40
3A1,2006-01-02 16:40,71.60
MDQ,2006-01-02 16:40,69.80
ALX,2006-01-02 16:40,73.40
HSV,2006-01-02 16:53,68.00
TCL,2006-01-02 16:53,73.94
ANB,2006-01-02 16:53,71.06
MGM,2006-01-02 16:53,73.94
BHM,2006-01-02 16:53,73.04
DHN,2006-01-02 16:53,71.96
MSL,2006-01-02 16:53,66.92
AUO,2006-01-02 16:55,71.60
OZR,2006-01-02 16:55,71.60
MOB,2006-01-02 16:56,71.96
3A1,2006-01-02 17:00,68.00
ALX,2006-01-02 17:00,71.60
MDQ,2006-01-02 17:00,68.00
AUO,2006-01-02 17:15,71.60
ALX,2006-01-02 17:20,71.60
MDQ,2006-01-02 17:20,68.00
3A1,2006-01-02 17:20,68.00
AUO,2006-01-02 17:35,69.80
ALX,2006-01-02 17:40,69.80
3A1,2006-01-02 17:40,68.00
MDQ,2006-01-02 17:40,66.20
HSV,2006-01-02 17:53,64.94
MGM,2006-01-02 17:53,71.06
MSL,2006-01-02 17:53,62.96
BHM,2006-01-02 17:53,69.98
ANB,2006-01-02 17:53,66.02
DHN,2006-01-02 17:53,69.08
TCL,2006-01-02 17:53,71.96
AUO,2006-01-02 17:55,68.00
OZR,2006-01-02 17:55,71.60
MOB,2006-01-02 17:56,69.08
MDQ,2006-01-02 18:00,64.40
3A1,2006-01-02 18:00,68.00
ALX,2006-01-02 18:00,68.00
AUO,2006-01-02 18:15,68.00
3A1,2006-01-02 18:20,68.00
MDQ,2006-01-02 18:20,64.40
ALX,2006-01-02 18:20,68.00
AUO,2006-01-02 18:35,68.00
MDQ,2006-01-02 18:40,62.60
ALX,2006-01-02 18:40,68.00
3A1,2006-01-02 18:40,64.40
MGM,2006-01-02 18:53,69.08
MSL,2006-01-02 18:53,60.98
HSV,2006-01-02 18:53,60.98
ANB,2006-01-02 18:53,62.96
DHN,2006-01-02 18:53,66.92
TCL,2006-01-02 18:53,69.08
BHM,2006-01-02 18:53,68.00
OZR,2006-01-02 18:55,68.00
AUO,2006-01-02 18:55,68.00
MOB,2006-01-02 18:56,68.00
3A1,2006-01-02 19:00,64.40
MDQ,2006-01-02 19:00,62.60
ALX,2006-01-02 19:00,68.00
DHN,2006-01-02 19:01,66.20
AUO,2006-01-02 19:15,68.00
DHN,2006-01-02 19:17,66.20
ALX,2006-01-02 19:20,68.00
3A1,2006-01-02 19:20,62.60
MDQ,2006-01-02 19:20,60.80
AUO,2006-01-02 19:35,66.20
MDQ,2006-01-02 19:40,60.80
BHM,2006-01-02 19:53,64.94
TCL,2006-01-02 19:53,66.02
HSV,2006-01-02 19:53,59.00
MGM,2006-01-02 19:53,66.92
MSL,2006-01-02 19:53,59.00
DHN,2006-01-02 19:53,66.02
ANB,2006-01-02 19:53,62.96
OZR,2006-01-02 19:55,68.00
AUO,2006-01-02 19:55,66.20
MOB,2006-01-02 19:56,66.02
3A1,2006-01-02 20:00,60.80
MDQ,2006-01-02 20:00,59.00
ALX,2006-01-02 20:00,68.00
AUO,2006-01-02 20:15,64.40
3A1,2006-01-02 20:20,60.80
MDQ,2006-01-02 20:20,59.00
ALX,2006-01-02 20:20,68.00
AUO,2006-01-02 20:35,62.60
3A1,2006-01-02 20:40,59.00
ALX,2006-01-02 20:40,68.00
MDQ,2006-01-02 20:40,59.00
TCL,2006-01-02 20:53,64.04
MGM,2006-01-02 20:53,68.00
DHN,2006-01-02 20:53,66.02
BHM,2006-01-02 20:53,62.96
HSV,2006-01-02 20:53,57.02
ANB,2006-01-02 20:53,64.04
MSL,2006-01-02 20:53,55.94
AUO,2006-01-02 20:55,62.60
OZR,2006-01-02 20:55,68.00
MOB,2006-01-02 20:56,62.96
ALX,2006-01-02 21:00,68.00
3A1,2006-01-02 21:00,59.00
MDQ,2006-01-02 21:00,57.20
DHN,2006-01-02 21:02,64.40
DHN,2006-01-02 21:08,64.40
AUO,2006-01-02 21:15,64.40
MDQ,2006-01-02 21:20,57.20
3A1,2006-01-02 21:20,57.20
ALX,2006-01-02 21:20,68.00
AUO,2006-01-02 21:35,64.40
MDQ,2006-01-02 21:40,55.40
TCL,2006-01-02 21:53,62.06
HSV,2006-01-02 21:53,55.04
MGM,2006-01-02 21:53,66.02
MSL,2006-01-02 21:53,53.06
BHM,2006-01-02 21:53,60.80
AUO,2006-01-02 21:55,64.40
OZR,2006-01-02 21:55,64.40
MOB,2006-01-02 21:56,62.06
MDQ,2006-01-02 22:00,55.40
3A1,2006-01-02 22:00,57.20
ALX,2006-01-02 22:00,64.40
AUO,2006-01-02 22:15,62.60
ALX,2006-01-02 22:20,64.40
MDQ,2006-01-02 22:20,55.40
3A1,2006-01-02 22:20,53.60
AUO,2006-01-02 22:35,62.60
BHM,2006-01-02 22:53,59.00
DHN,2006-01-02 22:53,62.96
ANB,2006-01-02 22:53,60.98
MSL,2006-01-02 22:53,53.06
TCL,2006-01-02 22:53,60.08
MGM,2006-01-02 22:53,62.96
HSV,2006-01-02 22:53,53.96
OZR,2006-01-02 22:55,64.40
AUO,2006-01-02 22:55,60.80
MOB,2006-01-02 22:56,60.08
3A1,2006-01-02 23:00,53.60
ALX,2006-01-02 23:00,62.60
MDQ,2006-01-02 23:00,51.80
AUO,2006-01-02 23:15,60.80
3A1,2006-01-02 23:20,51.80
ALX,2006-01-02 23:20,60.80
MDQ,2006-01-02 23:20,51.80
AUO,2006-01-02 23:35,59.00
MDQ,2006-01-02 23:40,51.80
ALX,2006-01-02 23:40,60.80
3A1,2006-01-02 23:40,51.80
BHM,2006-01-02 23:53,55.94
TCL,2006-01-02 23:53,57.02
DHN,2006-01-02 23:53,62.06
ANB,2006-01-02 23:53,57.92
HSV,2006-01-02 23:53,51.98
MSL,2006-01-02 23:53,51.08
MGM,2006-01-02 23:53,60.98
OZR,2006-01-02 23:55,60.80
AUO,2006-01-02 23:55,59.00
MOB,2006-01-02 23:56,55.94
3A1,2006-01-03 00:00,51.80
MDQ,2006-01-03 00:00,46.40
ALX,2006-01-03 00:00,60.80
AUO,2006-01-03 00:15,59.00
MDQ,2006-01-03 00:20,50.00
3A1,2006-01-03 00:20,51.80
ALX,2006-01-03 00:20,59.00
AUO,2006-01-03 00:35,57.20
MSL,2006-01-03 00:53,50.00
TCL,2006-01-03 00:53,55.04
DHN,2006-01-03 00:53,60.98
HSV,2006-01-03 00:53,50.00
ANB,2006-01-03 00:53,57.02
BHM,2006-01-03 00:53,53.96
MGM,2006-01-03 00:53,57.92
AUO,2006-01-03 00:55,57.20
OZR,2006-01-03 00:55,59.00
MOB,2006-01-03 00:56,57.02
ALX,2006-01-03 01:00,57.20
MDQ,2006-01-03 01:00,50.00
3A1,2006-01-03 01:00,51.80
AUO,2006-01-03 01:15,57.20
ALX,2006-01-03 01:20,57.20
MDQ,2006-01-03 01:20,50.00
3A1,2006-01-03 01:20,50.00
AUO,2006-01-03 01:35,55.40
3A1,2006-01-03 01:40,50.00
MDQ,2006-01-03 01:40,50.00
ALX,2006-01-03 01:40,57.20
HSV,2006-01-03 01:53,48.92
MSL,2006-01-03 01:53,48.92
DHN,2006-01-03 01:53,60.08
BHM,2006-01-03 01:53,53.06
ANB,2006-01-03 01:53,53.06
TCL,2006-01-03 01:53,53.06
MGM,2006-01-03 01:53,57.02
AUO,2006-01-03 01:55,55.40
OZR,2006-01-03 01:55,57.20
MOB,2006-01-03 01:56,53.96
3A1,2006-01-03 02:00,50.00
ALX,2006-01-03 02:00,57.20
MDQ,2006-01-03 02:00,50.00
AUO,2006-01-03 02:15,55.40
3A1,2006-01-03 02:20,50.00
MDQ,2006-01-03 02:20,50.00
ALX,2006-01-03 02:20,55.40
AUO,2006-01-03 02:35,55.40
3A1,2006-01-03 02:40,48.20
ALX,2006-01-03 02:40,53.60
MDQ,2006-01-03 02:40,50.00
HSV,2006-01-03 02:53,48.02
MSL,2006-01-03 02:53,48.02
ANB,2006-01-03 02:53,53.06
BHM,2006-01-03 02:53,51.08
DHN,2006-01-03 02:53,57.92
MGM,2006-01-03 02:53,55.04
TCL,2006-01-03 02:53,51.08
OZR,2006-01-03 02:55,55.40
AUO,2006-01-03 02:55,53.60
MOB,2006-01-03 02:56,53.06
3A1,2006-01-03 03:00,46.40
ALX,2006-01-03 03:00,53.60
MDQ,2006-01-03 03:00,50.00
AUO,2006-01-03 03:15,53.60
ALX,2006-01-03 03:20,53.60
MDQ,2006-01-03 03:20,48.20
3A1,2006-01-03 03:20,46.40
AUO,2006-01-03 03:35,53.60
MDQ,2006-01-03 03:40,46.40
3A1,2006-01-03 03:40,46.40
ALX,2006-01-03 03:40,51.80
HSV,2006-01-03 03:53,48.02
TCL,2006-01-03 03:53,50.00
MSL,2006-01-03 03:53,48.02
ANB,2006-01-03 03:53,51.08
DHN,2006-01-03 03:53,57.02
MGM,2006-01-03 03:53,53.06
BHM,2006-01-03 03:53,48.92
AUO,2006-01-03 03:55,51.80
OZR,2006-01-03 03:55,55.40
MOB,2006-01-03 03:56,53.96
ALX,2006-01-03 04:00,51.80
3A1,2006-01-03 04:00,46.40
MDQ,2006-01-03 04:00,46.40
AUO,2006-01-03 04:15,51.80
ALX,2006-01-03 04:20,51.80
3A1,2006-01-03 04:20,46.40
MDQ,2006-01-03 04:20,46.40
AUO,2006-01-03 04:35,51.80
MDQ,2006-01-03 04:40,46.40
ALX,2006-01-03 04:40,51.80
3A1,2006-01-03 04:40,46.40
ANB,2006-01-03 04:53,48.02
DHN,2006-01-03 04:53,55.04
HSV,2006-01-03 04:53,46.94
BHM,2006-01-03 04:53,48.02
MGM,2006-01-03 04:53,50.00
MSL,2006-01-03 04:53,46.94
TCL,2006-01-03 04:53,48.02
AUO,2006-01-03 04:55,50.00
OZR,2006-01-03 04:55,55.40
MOB,2006-01-03 04:56,48.02
MDQ,2006-01-03 05:00,46.40
ALX,2006-01-03 05:00,51.80
3A1,2006-01-03 05:00,46.40
AUO,2006-01-03 05:15,50.00
ALX,2006-01-03 05:20,51.80
3A1,2006-01-03 05:20,46.40
MDQ,2006-01-03 05:20,46.40
AUO,2006-01-03 05:35,48.20
MDQ,2006-01-03 05:40,46.40
ANB,2006-01-03 05:43,48.20
MGM,2006-01-03 05:53,48.92
BHM,2006-01-03 05:53,46.94
MSL,2006-01-03 05:53,46.04
TCL,2006-01-03 05:53,46.94
HSV,2006-01-03 05:53,46.04
DHN,2006-01-03 05:53,53.96
AUO,2006-01-03 05:55,48.20
OZR,2006-01-03 05:55,51.80
MOB,2006-01-03 05:56,48.92
MDQ,2006-01-03 06:00,44.60
AUO,2006-01-03 06:15,48.20
ALX,2006-01-03 06:20,48.20
3A1,2006-01-03 06:20,46.40
MDQ,2006-01-03 06:20,46.40
3A1,2006-01-03 06:40,46.40
ALX,2006-01-03 06:40,48.20
MDQ,2006-01-03 06:40,46.40
HSV,2006-01-03 06:53,46.04
DHN,2006-01-03 06:53,51.98
ANB,2006-01-03 06:53,46.94
TCL,2006-01-03 06:53,44.96
MSL,2006-01-03 06:53,46.04
BHM,2006-01-03 06:53,44.96
MGM,2006-01-03 06:53,48.02
OZR,2006-01-03 06:55,51.80
AUO,2006-01-03 06:55,46.40
MOB,2006-01-03 06:56,48.92
ALX,2006-01-03 07:00,46.40
MDQ,2006-01-03 07:00,46.40
3A1,2006-01-03 07:00,46.40
ANB,2006-01-03 07:05,46.40
AUO,2006-01-03 07:15,48.20
ALX,2006-01-03 07:20,46.40
3A1,2006-01-03 07:20,46.40
MDQ,2006-01-03 07:20,46.40
ANB,2006-01-03 07:24,48.20
AUO,2006-01-03 07:35,48.20
MDQ,2006-01-03 07:40,46.40
ANB,2006-01-03 07:53,48.92
MSL,2006-01-03 07:53,46.94
DHN,2006-01-03 07:53,53.06
TCL,2006-01-03 07:53,46.94
MGM,2006-01-03 07:53,51.08
HSV,2006-01-03 07:53,46.94
BHM,2006-01-03 07:53,46.94
OZR,2006-01-03 07:55,53.60
AUO,2006-01-03 07:55,48.20
MOB,2006-01-03 07:56,51.98
ALX,2006-01-03 08:00,50.00
3A1,2006-01-03 08:00,46.40
MDQ,2006-01-03 08:00,46.40
AUO,2006-01-03 08:15,50.00
3A1,2006-01-03 08:20,46.40
MDQ,2006-01-03 08:20,46.40
ALX,2006-01-03 08:20,50.00
AUO,2006-01-03 08:35,51.80
ANB,2006-01-03 08:38,50.00
ALX,2006-01-03 08:40,51.80
MDQ,2006-01-03 08:40,46.40
3A1,2006-01-03 08:40,46.40
DHN,2006-01-03 08:53,55.94
BHM,2006-01-03 08:53,48.92
HSV,2006-01-03 08:53,48.02
ANB,2006-01-03 08:53,51.98
TCL,2006-01-03 08:53,50.00
MGM,2006-01-03 08:53,53.96
MSL,2006-01-03 08:53,48.02
AUO,2006-01-03 08:55,51.80
OZR,2006-01-03 08:55,55.40
MOB,2006-01-03 08:56,55.94
MDQ,2006-01-03 09:00,46.40
ALX,2006-01-03 09:00,51.80
3A1,2006-01-03 09:00,46.40
AUO,2006-01-03 09:15,51.80
3A1,2006-01-03 09:20,46.40
MDQ,2006-01-03 09:20,46.40
ALX,2006-01-03 09:20,51.80
AUO,2006-01-03 09:35,53.60
MGM,2006-01-03 09:53,55.94
HSV,2006-01-03 09:53,48.02
BHM,2006-01-03 09:53,50.00
DHN,2006-01-03 09:53,59.00
MSL,2006-01-03 09:53,50.00
TCL,2006-01-03 09:53,51.98
ANB,2006-01-03 09:53,53.96
AUO,2006-01-03 09:55,55.40
OZR,2006-01-03 09:55,57.20
MOB,2006-01-03 09:56,60.08
MDQ,2006-01-03 10:00,48.20
ALX,2006-01-03 10:00,53.60
3A1,2006-01-03 10:00,46.40
AUO,2006-01-03 10:15,55.40
ALX,2006-01-03 10:20,53.60
3A1,2006-01-03 10:20,50.00
MDQ,2006-01-03 10:20,50.00
AUO,2006-01-03 10:35,55.40
3A1,2006-01-03 10:40,50.00
ALX,2006-01-03 10:40,53.60
MSL,2006-01-03 10:53,50.00
DHN,2006-01-03 10:53,60.98
TCL,2006-01-03 10:53,55.94
MGM,2006-01-03 10:53,57.92
ANB,2006-01-03 10:53,51.98
BHM,2006-01-03 10:53,51.08
HSV,2006-01-03 10:53,48.92
AUO,2006-01-03 10:55,55.40
OZR,2006-01-03 10:55,60.80
MOB,2006-01-03 10:56,62.96
MDQ,2006-01-03 11:00,48.20
3A1,2006-01-03 11:00,50.00
ALX,2006-01-03 11:00,55.40
AUO,2006-01-03 11:15,57.20
3A1,2006-01-03 11:20,50.00
ALX,2006-01-03 11:20,57.20
AUO,2006-01-03 11:35,57.20
ANB,2006-01-03 11:40,53.60
BHM,2006-01-03 11:53,51.98
DHN,2006-01-03 11:53,62.96
MGM,2006-01-03 11:53,60.98
ANB,2006-01-03 11:53,55.04
MSL,2006-01-03 11:53,51.08
HSV,2006-01-03 11:53,50.00
TCL,2006-01-03 11:53,57.02
OZR,2006-01-03 11:55,62.60
AUO,2006-01-03 11:55,57.20
MOB,2006-01-03 11:56,66.02
ALX,2006-01-03 12:00,57.20
MDQ,2006-01-03 12:00,50.00
3A1,2006-01-03 12:00,50.00
AUO,2006-01-03 12:15,59.00
3A1,2006-01-03 12:20,51.80
ALX,2006-01-03 12:20,57.20
MDQ,2006-01-03 12:20,50.00
AUO,2006-01-03 12:35,60.80
ALX,2006-01-03 12:40,59.00
TCL,2006-01-03 12:53,60.98
MGM,2006-01-03 12:53,62.06
HSV,2006-01-03 12:53,50.00
MSL,2006-01-03 12:53,53.96
BHM,2006-01-03 12:53,55.04
ANB,2006-01-03 12:53,57.02
DHN,2006-01-03 12:53,64.04
AUO,2006-01-03 12:55,60.80
OZR,2006-01-03 12:55,64.40
MOB,2006-01-03 12:56,69.08
MDQ,2006-01-03 13:00,51.80
ALX,2006-01-03 13:00,59.00
3A1,2006-01-03 13:00,53.60
AUO,2006-01-03 13:15,60.80
3A1,2006-01-03 13:20,51.80
ALX,2006-01-03 13:20,59.00
MDQ,2006-01-03 13:20,51.80
AUO,2006-01-03 13:35,60.80
MDQ,2006-01-03 13:40,51.80
BHM,2006-01-03 13:53,57.02
TCL,2006-01-03 13:53,62.06
MSL,2006-01-03 13:53,53.96
HSV,2006-01-03 13:53,51.08
ANB,2006-01-03 13:53,57.92
DHN,2006-01-03 13:53,64.94
MGM,2006-01-03 13:53,64.04
OZR,2006-01-03 13:55,66.20
AUO,2006-01-03 13:55,62.60
MOB,2006-01-03 13:56,69.98
3A1,2006-01-03 14:00,53.60
ALX,2006-01-03 14:00,59.00
MDQ,2006-01-03 14:00,51.80
AUO,2006-01-03 14:15,60.80
MDQ,2006-01-03 14:20,51.80
ALX,2006-01-03 14:20,60.80
3A1,2006-01-03 14:20,53.60
AUO,2006-01-03 14:35,60.80
ALX,2006-01-03 14:40,60.80
3A1,2006-01-03 14:40,53.60
MDQ,2006-01-03 14:40,53.60
ANB,2006-01-03 14:53,57.92
MSL,2006-01-03 14:53,55.04
BHM,2006-01-03 14:53,57.92
TCL,2006-01-03 14:53,62.96
MGM,2006-01-03 14:53,64.04
HSV,2006-01-03 14:53,51.98
DHN,2006-01-03 14:53,66.02
OZR,2006-01-03 14:55,66.20
AUO,2006-01-03 14:55,60.80
MOB,2006-01-03 14:56,71.06
MDQ,2006-01-03 15:00,53.60
3A1,2006-01-03 15:00,53.60
ALX,2006-01-03 15:00,60.80
AUO,2006-01-03 15:15,60.80
3A1,2006-01-03 15:20,53.60
MDQ,2006-01-03 15:20,51.80
ALX,2006-01-03 15:20,60.80
AUO,2006-01-03 15:35,60.80
ALX,2006-01-03 15:40,60.80
MDQ,2006-01-03 15:40,51.80
3A1,2006-01-03 15:40,53.60
MSL,2006-01-03 15:53,53.96
ANB,2006-01-03 15:53,57.02
MGM,2006-01-03 15:53,62.96
TCL,2006-01-03 15:53,62.96
HSV,2006-01-03 15:53,53.06
BHM,2006-01-03 15:53,57.02
DHN,2006-01-03 15:53,64.94
OZR,2006-01-03 15:55,66.20
AUO,2006-01-03 15:55,60.80
MOB,2006-01-03 15:56,69.98
MDQ,2006-01-03 16:00,51.80
3A1,2006-01-03 16:00,53.60
ALX,2006-01-03 16:00,59.00
AUO,2006-01-03 16:15,59.00
3A1,2006-01-03 16:20,51.80
ALX,2006-01-03 16:20,59.00
3A1,2006-01-03 16:40,51.80
ALX,2006-01-03 16:40,57.20
MDQ,2006-01-03 16:40,50.00
DHN,2006-01-03 16:53,60.98
BHM,2006-01-03 16:53,51.98
ANB,2006-01-03 16:53,53.96
MGM,2006-01-03 16:53,57.92
TCL,2006-01-03 16:53,60.08
MSL,2006-01-03 16:53,50.00
HSV,2006-01-03 16:53,48.92
OZR,2006-01-03 16:55,60.80
AUO,2006-01-03 16:55,55.40
MOB,2006-01-03 16:56,66.02
MDQ,2006-01-03 17:00,50.00
ALX,2006-01-03 17:00,55.40
3A1,2006-01-03 17:00,48.20
AUO,2006-01-03 17:15,55.40
MDQ,2006-01-03 17:20,50.00
3A1,2006-01-03 17:20,46.40
ALX,2006-01-03 17:20,53.60
AUO,2006-01-03 17:35,53.60
3A1,2006-01-03 17:40,44.60
MGM,2006-01-03 17:53,55.94
TCL,2006-01-03 17:53,53.06
ANB,2006-01-03 17:53,51.08
BHM,2006-01-03 17:53,50.00
DHN,2006-01-03 17:53,57.02
MSL,2006-01-03 17:53,48.02
HSV,2006-01-03 17:53,46.94
AUO,2006-01-03 17:55,51.80
OZR,2006-01-03 17:55,57.20
MOB,2006-01-03 17:56,60.08
ALX,2006-01-03 18:00,51.80
3A1,2006-01-03 18:00,44.60
MDQ,2006-01-03 18:00,44.60
AUO,2006-01-03 18:15,51.80
MDQ,2006-01-03 18:20,42.80
3A1,2006-01-03 18:20,42.80
ALX,2006-01-03 18:20,51.80
AUO,2006-01-03 18:35,51.80
MDQ,2006-01-03 18:40,41.00
BHM,2006-01-03 18:53,46.04
DHN,2006-01-03 18:53,55.04
TCL,2006-01-03 18:53,50.00
MGM,2006-01-03 18:53,53.96
HSV,2006-01-03 18:53,44.06
ANB,2006-01-03 18:53,46.04
MSL,2006-01-03 18:53,44.06
AUO,2006-01-03 18:55,51.80
OZR,2006-01-03 18:55,55.40
MOB,2006-01-03 18:56,57.92
3A1,2006-01-03 19:00,42.80
ALX,2006-01-03 19:00,50.00
MDQ,2006-01-03 19:00,41.00
AUO,2006-01-03 19:15,50.00
ALX,2006-01-03 19:20,46.40
MDQ,2006-01-03 19:20,41.00
3A1,2006-01-03 19:20,41.00
AUO,2006-01-03 19:35,50.00
MDQ,2006-01-03 19:40,39.20
ANB,2006-01-03 19:53,41.00
BHM,2006-01-03 19:53,46.94
HSV,2006-01-03 19:53,42.98
MGM,2006-01-03 19:53,50.00
TCL,2006-01-03 19:53,48.02
MSL,2006-01-03 19:53,39.92
DHN,2006-01-03 19:53,53.06
OZR,2006-01-03 19:55,53.60
AUO,2006-01-03 19:55,48.20
MOB,2006-01-03 19:56,50.00
